Data_Std,CNN_Layer_1_Std,CNN_Layer_2_Std,CNN_Layer_3_Std,CNN_Layer_4_Std,Data_Mean,CNN_Layer_1_Mean,CNN_Layer_2_Mean,CNN_Layer_3_Mean,CNN_Layer_4_Mean
0.43111124634742737,0.16467376053333282,0.08981699496507645,0.04411830008029938,0.025007184594869614,-0.09236876666545868,0.12455369532108307,0.06270953267812729,0.03983868658542633,0.022881636396050453
0.36177778244018555,0.14548896253108978,0.08124639093875885,0.039315976202487946,0.0227386225014925,-0.13400235772132874,0.11367636173963547,0.057604607194662094,0.036078184843063354,0.021023433655500412
0.35992878675460815,0.14561563730239868,0.08178185671567917,0.03975022956728935,0.023003770038485527,-0.13510939478874207,0.11379159241914749,0.05772082135081291,0.03652472794055939,0.02113477885723114
0.3994704782962799,0.15499471127986908,0.08480753749608994,0.041693516075611115,0.023943187668919563,-0.07097265869379044,0.11807955056428909,0.059084512293338776,0.037600718438625336,0.02173253521323204
0.36069345474243164,0.14356467127799988,0.0799635499715805,0.0391668975353241,0.023226475343108177,-0.10344260931015015,0.11028826236724854,0.055547118186950684,0.035667434334754944,0.02091863378882408
0.4084250330924988,0.15954707562923431,0.08837417513132095,0.044293906539678574,0.026386549696326256,-0.06934493780136108,0.12229248881340027,0.06204529479146004,0.0400737002491951,0.02327093482017517
0.4028196334838867,0.1571095734834671,0.08782041817903519,0.04425827041268349,0.02727370522916317,-0.11386948823928833,0.11952106654644012,0.060645028948783875,0.03951016440987587,0.023490507155656815
0.39195477962493896,0.1544433981180191,0.08652868121862411,0.04428617283701897,0.028622882440686226,-0.09470205754041672,0.11758233606815338,0.06052640080451965,0.04020341858267784,0.02438308298587799
0.4016093611717224,0.1575966477394104,0.08971773833036423,0.04686726629734039,0.03162486106157303,-0.13042046129703522,0.12055735290050507,0.06335483491420746,0.042704612016677856,0.02650260552763939
0.34628385305404663,0.14884303510189056,0.08799208700656891,0.047211576253175735,0.033656634390354156,-0.18584933876991272,0.11656025797128677,0.06301812827587128,0.04309447482228279,0.027745328843593597
0.3693932294845581,0.14861756563186646,0.08727506548166275,0.04818045347929001,0.03561140596866608,-0.11381127685308456,0.11442521214485168,0.06159672141075134,0.04375460743904114,0.028892289847135544
0.4154246151447296,0.1607312560081482,0.09304825216531754,0.05221525952219963,0.03926364704966545,-0.06402845680713654,0.12185235321521759,0.06544157862663269,0.04712820053100586,0.031698863953351974
0.4185107350349426,0.16205309331417084,0.09540536999702454,0.053822338581085205,0.04113588109612465,-0.07909863442182541,0.12378197908401489,0.06675899028778076,0.04832376539707184,0.03287255018949509
0.3920765519142151,0.1549479365348816,0.09182465076446533,0.05223860964179039,0.04107958823442459,-0.1073794960975647,0.11820081621408463,0.06379272043704987,0.046713344752788544,0.03258337080478668
0.39018940925598145,0.15439142286777496,0.09207623451948166,0.0532027892768383,0.042755600064992905,-0.09217994660139084,0.11896681785583496,0.06500214338302612,0.04801648110151291,0.03388947248458862
0.3850366175174713,0.1538981944322586,0.09143717586994171,0.052663132548332214,0.04267993941903114,-0.0993160754442215,0.11712229996919632,0.06393111497163773,0.04738174378871918,0.03358176350593567
0.421453058719635,0.16114147007465363,0.09304732829332352,0.051554713398218155,0.04092080891132355,-0.09239460527896881,0.1225394457578659,0.06416428834199905,0.04599174112081528,0.03231453150510788
0.3888165056705475,0.151315838098526,0.08523822575807571,0.04640410095453262,0.03672372177243233,-0.07580121606588364,0.11402618139982224,0.05856351554393768,0.04141364246606827,0.02895662561058998
0.40925413370132446,0.15849581360816956,0.08883939683437347,0.046060960739851,0.0355541817843914,-0.12993398308753967,0.1215883195400238,0.06075330078601837,0.041189439594745636,0.028249815106391907
0.37311846017837524,0.14614371955394745,0.08089487254619598,0.042097557336091995,0.032996904104948044,-0.09186531603336334,0.1124648004770279,0.05631616711616516,0.037939250469207764,0.026100166141986847
0.42248839139938354,0.1592870056629181,0.08467685431241989,0.0428975410759449,0.032432716339826584,-0.050291791558265686,0.12084874510765076,0.05795015022158623,0.0381036177277565,0.025713812559843063
0.37947264313697815,0.14827026426792145,0.07895740866661072,0.03860727325081825,0.028954770416021347,-0.09385087341070175,0.11579407751560211,0.054634518921375275,0.03432854637503624,0.022914784029126167
0.4086654782295227,0.15340207517147064,0.07778341323137283,0.03666570037603378,0.026674121618270874,-0.040950581431388855,0.11900722235441208,0.05337981879711151,0.0323391854763031,0.02110365219414234
0.42608389258384705,0.15734714269638062,0.07705725729465485,0.03476853668689728,0.02470344677567482,-0.04322846978902817,0.12077783793210983,0.05232095345854759,0.030186057090759277,0.019389795139431953
0.358333021402359,0.1406772881746292,0.07056374847888947,0.030925193801522255,0.022053031250834465,-0.10917224735021591,0.11012673377990723,0.04752770811319351,0.02633330598473549,0.017083536833524704
0.44199225306510925,0.15936322510242462,0.07385388761758804,0.030980590730905533,0.020942924544215202,-0.07036051154136658,0.12037603557109833,0.04927269369363785,0.02580410987138748,0.016090214252471924
0.3885437548160553,0.14461806416511536,0.06598719954490662,0.02698674239218235,0.018391411751508713,-0.08703472465276718,0.11063942313194275,0.043724581599235535,0.021886348724365234,0.013979741372168064
0.4063873291015625,0.14674246311187744,0.06604466587305069,0.02610676735639572,0.01740366406738758,-0.08166716992855072,0.11380971968173981,0.043601665645837784,0.020829010754823685,0.013124550692737103
0.4110702872276306,0.15040719509124756,0.06656090170145035,0.025672050192952156,0.016693321987986565,-0.1291869878768921,0.1164540946483612,0.0437052957713604,0.020005928352475166,0.012551404535770416
0.4087444245815277,0.1490119844675064,0.0642973855137825,0.02475031651556492,0.01594621129333973,-0.07149796187877655,0.11593188345432281,0.04237858206033707,0.019047357141971588,0.011844408698379993
0.38013187050819397,0.13945229351520538,0.05923482030630112,0.022487150505185127,0.014556352980434895,-0.08038431406021118,0.10866005718708038,0.03850710764527321,0.01666654273867607,0.010675663128495216
0.3527300953865051,0.13322004675865173,0.05678895488381386,0.02117891237139702,0.013544091023504734,-0.12008993327617645,0.10378086566925049,0.03601837903261185,0.01509677805006504,0.009849896654486656
0.417951375246048,0.1484278440475464,0.06102852523326874,0.021839924156665802,0.0131840156391263,-0.11827003955841064,0.11509677767753601,0.03900061920285225,0.015506847761571407,0.00949663482606411
0.42234861850738525,0.1485573947429657,0.05865294113755226,0.020829562097787857,0.0123221380636096,-0.10499601811170578,0.11303747445344925,0.03700348362326622,0.01420120894908905,0.008775650523602962
0.403896689414978,0.14440970122814178,0.057217035442590714,0.019951531663537025,0.011626438237726688,-0.11736735701560974,0.11104265600442886,0.035994626581668854,0.013264860026538372,0.008190887980163097
0.4307277500629425,0.14991900324821472,0.05762065574526787,0.01988285407423973,0.011224496178328991,-0.08945207297801971,0.11641579866409302,0.0364341102540493,0.013111906126141548,0.007816869765520096
0.41188186407089233,0.14188045263290405,0.0523122102022171,0.01818113774061203,0.010540910996496677,-0.018326403573155403,0.10922405123710632,0.03255655616521835,0.011622677557170391,0.007214281242340803
0.383158802986145,0.1370222568511963,0.05263035371899605,0.01826631650328636,0.010334096848964691,-0.10476794093847275,0.10834991931915283,0.03327002748847008,0.011468946933746338,0.007029886357486248
0.3959548771381378,0.1372070461511612,0.05096431076526642,0.01759285107254982,0.00999546516686678,-0.06725405901670456,0.1056157797574997,0.03097132220864296,0.010670006275177002,0.006685179192572832
0.3712143898010254,0.1351921409368515,0.05267571657896042,0.018192389979958534,0.0099664106965065,-0.14120864868164062,0.10649089515209198,0.03246764466166496,0.010908098891377449,0.006612778175622225
